Post Date,Description,Debit,Credit
9/16/2020,OLYMPIA GROCERY,19.92,0
9/16/2020,LACEY GROCERY,57.05,0
9/15/2020,Check,250,0
9/15/2020,Check,1050,0
9/15/2020,AMAZON,17.91,0
9/15/2020,AMAZON,113.12,0
9/15/2020,SUPER SUPPLEMENT,22.95,0
9/15/2020,WWWNATURESBOOS WWWNATURESBO,9.99,0
9/15/2020,WWWNATURESBOOS WWWNATURESBO,49.95,0
9/15/2020,OLYMPIA GROCERY,55.53,0
9/15/2020,BAYVIEW THRIFTWA,5.18,0
9/15/2020,FAR EAST,11.33,0
9/14/2020,AMAZON,14.21,0
9/14/2020,DBA UP,8.75,0
9/14/2020,PAYPAL FITNESS,39.99,0
9/14/2020,OLYMPIA GROCERY,36.41,0
9/14/2020,MICHAELS STORES,10.93,0
9/14/2020,OLYMPIA SHUR,15.5,0
9/14/2020,SQ SAN,13.07,0
9/14/2020,PAYPAL FITNESS,39.99,0
9/14/2020,SOUTHERN SNARES,71.85,0
9/14/2020,AMAZON,48.02,0
9/14/2020,DOLLAR TREE,6.61,0
9/14/2020,TACOS CALIFORNIA,9.38,0
9/14/2020,OLYMPIA GROCERY,131.52,0
9/14/2020,MCDONALDS,3.27,0
9/14/2020,AMAZON,,48.02
9/14/2020,AMAZON,,48.02
9/12/2020,DP,25.12,0
9/12/2020,ALBERTSONS,45.99,0
9/12/2020,DINGEY'S OLYMPIA,21.36,0
9/12/2020,FAR EAST,11.33,0
9/11/2020,Check,200,0
9/11/2020,AMAZON,8.74,0
9/11/2020,LA FITNESS,393.84,0
9/11/2020,SAFEWAY,12.47,0
9/11/2020,AMAZON,48.02,0
9/11/2020,EXXONMOBIL,8.8,0
9/11/2020,MCDONALDS,1.09,0
9/10/2020,SQ THE,6.56,0
9/10/2020,ALBERTSONS,22.53,0
9/10/2020,AMAZON,68.38,0
9/10/2020,"AMP, LLC",552.3,0
9/10/2020,GRAYBEARDEDGREEN FLINTSTEELCSG,96.63,0
9/10/2020,USCONNECT EVRGN,1.1,0
9/10/2020,FAR EAST,27.3,0
9/10/2020,YUKIOS TERIYAKI,23.86,0
9/10/2020,MCDONALDS,1.09,0
9/10/2020,WASTATETREASURER PAYROLL,,2877.72
9/9/2020,Check,1545,0
9/9/2020,Check,235.5,0
9/9/2020,Check,280,0
9/9/2020,PATRIOTWHOLESALE,39.97,0
9/9/2020,GRIMM COLLECTION,50.42,0
9/9/2020,SQ WAGNER'S,6.58,0
9/9/2020,MCDONALDS,5.56,0
9/9/2020,USPS PO,1.69,0
9/9/2020,FAR EAST,11.33,0
9/9/2020,BAYVIEW THRIFTWA,4.51,0
9/9/2020,PHO TAI,12.93,0
9/9/2020,TELLER DEPOSIT,,78.1
9/9/2020,AMAZON,,68.38
9/8/2020,Check,260,0
9/8/2020,FREDMEYER,125.69,0
9/8/2020,SQ WAGNER'S,5.07,0
9/8/2020,Subway,14.17,0
9/8/2020,ALBERTSONS,17.16,0
9/8/2020,MENCHIES OLYMPIA,9.23,0
9/8/2020,JCPENNEY,75.06,0
9/8/2020,SYNCB/JCPENNEY P,86,0
9/8/2020,QpidNetwork,0.96,0
9/8/2020,QpidNetwork,96,0
9/8/2020,FUJI RESTAURANT,29.22,0
9/8/2020,ALBERTSONS,23.04,0
9/8/2020,SPIN SCOOTER,4.44,0
9/8/2020,DMI DELL,1869.64,0
9/8/2020,COSTCO WHSE,139.53,0
9/8/2020,WALMART,38.36,0
9/8/2020,DP,20.06,0
9/8/2020,FAR EAST,24.66,0
9/8/2020,TACOS CALIFORNIA,19.69,0
9/8/2020,AMAZON,9.84,0
9/8/2020,HOWARDS CLEANERS,8.65,0
9/5/2020,UBC EPAYMENT,27.01,0
9/5/2020,UBC EPAYMENT,2701.13,0
9/5/2020,QpidNetwork,0.16,0
9/5/2020,QpidNetwork,15.99,0
9/5/2020,SP,44.48,0
9/5/2020,ALBERTSONS,26.43,0
9/5/2020,SHELL OIL,9.99,0
9/5/2020,D JWALLSTJOUR,38.99,0
9/5/2020,SPRINT WIRELESS,293.67,0
9/5/2020,Pacific,2.5,0
9/5/2020,Pacific,20,0
9/3/2020,SP,143.32,0
9/3/2020,SQ BOTTOM,75,0
9/3/2020,CUT RATE,16.4,0
9/3/2020,DP,23.16,0
9/3/2020,COSTCO WHSE,288.41,0
9/3/2020,OLYMPIA GROCERY,59.27,0
9/2/2020,FRED M,32.98,0
9/2/2020,FREDMEYER,84.95,0
9/2/2020,SAFEWAY,8.7,0
9/2/2020,ALBERTSONS,3.28,0
9/2/2020,IHOP,30.42,0
9/2/2020,BAYVIEW THRIFTWA,2.79,0
9/2/2020,AMAZON,171.08,0
9/1/2020,LOWES,10.02,0
9/1/2020,ADOBE STOCK,32.81,0
9/1/2020,MCDONALDS,1.09,0
9/1/2020,Cash Withdrawal,300,0
8/31/2020,INTEREST PAID,,2.68
8/31/2020,PHO TAI,13.93,0
8/31/2020,RALPH'S THRIFTWA,23.87,0
8/31/2020,RALPH'S THRIFTWA,4.89,0
8/31/2020,DAIRY QUEEN,3.49,0
8/31/2020,WALGREENS STORE,6.01,0
8/31/2020,ALBERTSONS,176.91,0
8/31/2020,KRISPY KREME,5.5,0
8/31/2020,TERIYAKI JAPAN,26.19,0
8/31/2020,TMOBILE STORE,109.13,0
8/31/2020,LOWES,15.84,0
8/31/2020,First Media,49,0
8/31/2020,PANDA EXPRESS,24.62,0
8/31/2020,MCDONALDS,5.56,0
8/31/2020,Check Deposit,,101.36
8/29/2020,ROSS STORES,32.79,0
8/29/2020,USCONNECT EVRGN,1.1,0
8/29/2020,USCONNECT EVRGN,1.2,0
8/29/2020,COMCAST CABLE,85.27,0
8/29/2020,NETFLIX COM,17.49,0
8/29/2020,MCDONALDS,1.09,0
8/28/2020,MECONI'S SUBS,11.21,0
8/28/2020,ALBERTSONS,5.74,0
8/28/2020,PANERA BREAD,12.45,0
8/28/2020,FAR EAST,16.97,0
8/27/2020,SQ SAN,13.07,0
8/27/2020,ELEVEN OLYMPIA,3.99,0
8/27/2020,EXXONMOBIL,7.18,0
8/27/2020,MCDONALDS,2.18,0
8/27/2020,KAMAKURA JAPANES,35.49,0
8/26/2020,Check,250,0
8/26/2020,COAST NATL,367.19,0
8/26/2020,MOUNTAIN HEALTH,49,0
8/26/2020,QpidNetwork,0.96,0
8/26/2020,QpidNetwork,96,0
8/26/2020,ALBERTSONS,24.22,0
8/26/2020,FREDMEYER,156.94,0
8/26/2020,SUPER SUPPLEMENT,89.11,0
8/26/2020,COSTCO WHSE,8.98,0
8/26/2020,COSTCO WHSE,49.8,0
8/26/2020,AMAZON,17.49,0
8/26/2020,MCDONALDS,1.09,0
8/26/2020,AMAZON,14.3,0
8/26/2020,FAR EAST,12.33,0
8/25/2020,SHARIS OF,9.96,0
8/25/2020,FREDMEYER,11.67,0
8/25/2020,FRED M,29.43,0
8/25/2020,KP,15,0
8/25/2020,ALBERTSONS,18.11,0
8/25/2020,BRINEY SEA,186,0
8/25/2020,KAMAKURA JAPANES,55.69,0
8/25/2020,WASTATETREASURER PAYROLL,,2877.72
8/24/2020,Check,194.95,0
8/24/2020,PHO TAI,27.18,0
8/24/2020,AMAZON,19.36,0
8/24/2020,ALBERTSONS,16.02,0
8/24/2020,CBS ALL,6.55,0
8/24/2020,AMAZON,16.09,0
8/24/2020,FREDMEYER,1.85,0
8/24/2020,AMAZON,16.58,0
8/24/2020,AMAZON,30.28,0
8/24/2020,ALBERTSONS,109.44,0
8/24/2020,THE PATHFINDER,46.88,0
8/24/2020,AMAZON,56.44,0
8/24/2020,EHARMONY,305.88,0
8/24/2020,FAR EAST,12.33,0
8/24/2020,RALPH'S THRIFTWA,2.17,0
8/24/2020,AMAZON,14.21,0
8/24/2020,TACOS CALIFORNIA,15.95,0
8/24/2020,CHECK NUMBER,100,0
8/22/2020,SQ SAN,26.12,0
8/21/2020,Check,30,0
8/21/2020,AMAZON,13.98,0
8/21/2020,FREDMEYER,49.2,0
8/21/2020,Life Force,229.04,0
8/21/2020,SAFEWAY,10,0
8/21/2020,BARNES &,27.34,0
8/21/2020,BRINEY SEA,94.82,0
8/21/2020,FAR EAST,12.33,0
8/20/2020,FUJI RESTAURANT,14.61,0
8/20/2020,GRAYBEARDEDGREEN FLINTSTEELCSG,35.48,0
8/20/2020,BAYVIEW THRIFTWA,5.64,0
8/20/2020,Check Deposit,,3000
8/19/2020,Check,700,0
8/19/2020,Check,250,0
8/19/2020,FRED M,35.17,0
8/19/2020,FREDMEYER,156.59,0
8/19/2020,COSTCO WHSE,13.47,0
8/19/2020,DP,20.14,0
8/19/2020,HEARTHFIRE GRILL,115.18,0
8/19/2020,ALBERTSONS,17.03,0
8/19/2020,SAFEWAY,4.91,0
8/19/2020,SHELL OIL,9.99,0
8/19/2020,CHAMPS,150.97,0
8/19/2020,MCDONALDS,1.09,0
8/18/2020,SouthSoundYMCA PURCHASE,72.9,0
8/18/2020,STORMANS INC,42.47,0
8/18/2020,THE PATHFINDER,41.93,0
8/18/2020,SQ BOTTOM,40,0
8/18/2020,LOWES,4.29,0
8/18/2020,QpidNetwork,0.96,0
8/18/2020,QpidNetwork,96,0
8/18/2020,AMAZON,9.77,0
8/18/2020,AMAZON,14.18,0
8/18/2020,PAYPAL BANGGOOD,,16.88
8/17/2020,FSPPARK N,49.01,0
8/17/2020,PROTO'S PIZZA,33.28,0
8/17/2020,ALASKA AIR,50,0
8/17/2020,LUCKY'S MARKET,10.6,0
8/17/2020,ZTRIP OF,46,0
8/17/2020,CCIHOTEL RES,289.69,0
8/17/2020,WWWNATURESBOOS WWWNATURESBO,49.95,0
8/17/2020,RESTAURANT,34.28,0
8/17/2020,LUCKY'S MARKET,17.78,0
8/17/2020,ZTRIP OF,48,0
8/17/2020,BASELINE,4,0
8/17/2020,BASELINE,20,0
8/15/2020,CCIHOTEL RES,495.35,0
8/15/2020,RTD EAST,10.5,0
8/15/2020,VILLA PIZZA,13.13,0
8/15/2020,QpidNetwork,0.16,0
8/15/2020,QpidNetwork,15.99,0
8/15/2020,TST DAGABI,50.92,0
8/15/2020,CAFFE D'ARTE,26.8,0
8/14/2020,RALPH'S THRIFTWA,8.21,0
8/14/2020,AMAZON,14.21,0
8/14/2020,ALBERTSONS,123.56,0
8/14/2020,SHELL OIL,20.06,0
8/14/2020,SHELL OIL,12.15,0
8/14/2020,USCONNECT EVRGN,1.2,0
8/14/2020,USCONNECT EVRGN,1.2,0
8/14/2020,PAYPAL FITNESS,39.99,0
8/14/2020,FRED M,21.12,0
8/14/2020,FREDMEYER,158.5,0
8/14/2020,MCDONALDS,2.83,0
8/13/2020,MACYS OLYMPIA,61,0
8/13/2020,MCDONALDS,8.74,0
8/13/2020,PAYPAL FITNESS,39.99,0
8/13/2020,TACO TIME,18.69,0
8/13/2020,YELM GYMNASTICS,30,0
8/13/2020,MCDONALDS,7.25,0
8/13/2020,MCDONALDS,5.12,0
8/12/2020,THE PATHFINDER,25.88,0
8/12/2020,RALPH'S THRIFTWA,28.61,0
8/12/2020,RALPH'S THRIFTWA,13.37,0
8/12/2020,FAR EAST,16.97,0
8/12/2020,MCDONALDS,6.33,0
8/11/2020,VICS PIZZERIA,4.83,0
8/11/2020,LA FITNESS,393.84,0
8/11/2020,LA FITNESS,21.87,0
8/11/2020,FAR EAST,12.33,0
8/11/2020,MCDONALDS,1.09,0
8/10/2020,Check,2000,0
8/10/2020,Check,210,0
8/10/2020,Check,1131.83,0
8/10/2020,SQ WAGNER'S,4.28,0
8/10/2020,DAIRY QUEEN,4,0
8/10/2020,ALASKA AIR,55,0
8/10/2020,ALASKA AIR,336.2,0
8/10/2020,KFC E,11.25,0
8/10/2020,TARGET LACEY,45.64,0
8/10/2020,LACEY GROCERY,157.71,0
8/10/2020,ALBERTSONS,2.79,0
8/10/2020,PATRIOTWHOLESALE,39.97,0
8/10/2020,First Media,49,0
8/10/2020,MCDONALDS,1.09,0
8/10/2020,WASTATETREASURER PAYROLL,,2877.72
8/8/2020,PILOT_ TUMWATER,20.22,0
8/8/2020,SPRINT WIRELESS,295.49,0
8/8/2020,FAR EAST,16.97,0
8/8/2020,SERE TRAINING,135,0
8/8/2020,SERE TRAINING,135,0
8/8/2020,ALBERTSONS,3,0
8/8/2020,ALBERTSONS,160,0
8/7/2020,Check,1375,0
8/7/2020,MECONI'S SUBS,13.13,0
8/7/2020,FRED M,15.04,0
8/7/2020,FREDMEYER,84.53,0
8/7/2020,TWISTER DONUTS,6.28,0
8/7/2020,ALBERTSONS,60.76,0
8/7/2020,AMAZON,21.1,0
8/7/2020,FAR EAST,24.66,0
8/7/2020,MCDONALDS,6.43,0
8/7/2020,MCDONALDS,9.17,0
8/6/2020,RALPH'S THRIFTWA,8.21,0
8/6/2020,AMAZON,14.21,0
8/6/2020,Certus Air,1.6,0
8/6/2020,SPAR CAFE,27.23,0
8/6/2020,USPS PO,7.75,0
8/6/2020,OLYMPIA GROCERY,29.97,0
8/5/2020,Check,240,0
8/5/2020,LES SCHWAB,96.14,0
8/5/2020,JACK IN,10.59,0
8/5/2020,SHELL OIL,20.14,0
8/5/2020,OLIVE GARDEN,26.9,0
8/5/2020,D JWALLSTJOUR,38.99,0
8/5/2020,MAPLE FUELS,8.8,0
8/5/2020,THE WELCOME,18.57,0
8/5/2020,LASER AND,,48.81
8/4/2020,Check,240,0
8/4/2020,RALPH'S THRIFTWA,11.97,0
8/4/2020,CHEVRON,25.18,0
8/4/2020,UHAUL STORAGE,46.38,0
8/4/2020,MCDONALDS,2.94,0
8/4/2020,FAR EAST,16.97,0
8/4/2020,OLYMPIA GROCERY,52.65,0
8/3/2020,LACEY SHUR,10.5,0
8/3/2020,QpidNetwork,0.96,0
8/3/2020,QpidNetwork,96,0
8/3/2020,GUARDIAN SELF,276.81,0
8/3/2020,TACO BELL,7.63,0
8/3/2020,TACO TIME,17.25,0
8/3/2020,HEAVENLY DONUTS,3.23,0
8/3/2020,THE PATHFINDER,56.88,0
8/3/2020,AMAZON,3.27,0
8/3/2020,FREDMEYER,98.61,0
8/1/2020,RALPH'S THRIFTWA,16.14,0
8/1/2020,IHOP,30.98,0
8/1/2020,ADOBE STOCK,32.81,0
8/1/2020,MCDONALDS,4.24,0
7/31/2020,INTEREST PAID,,3.28
7/31/2020,FREDMEYER,20.78,0
7/31/2020,FRED M,27.14,0
7/31/2020,FREDMEYER,119.23,0
7/31/2020,RALPH'S THRIFTWA,6.13,0
7/31/2020,MOUNTAIN HEALTH,117,0
7/31/2020,BLUEPEARL TACOMA,730.32,0
7/31/2020,ALBERTSONS,37.17,0
7/31/2020,ALBERTSONS,14.76,0
7/31/2020,JIMMY JOHNS,18.14,0
7/31/2020,BAYVIEW THRIFTWA,11.48,0
7/31/2020,CHEVRON,15.16,0
7/30/2020,FEDEX OFFIC,9.18,0
7/30/2020,KOIBITO JAPANESE,24.86,0
7/30/2020,USCONNECT EVRGN,1.2,0
7/30/2020,USCONNECT EVRGN,1.1,0
7/30/2020,BIG,36.83,0
7/30/2020,FAR EAST,16.97,0
7/30/2020,MCDONALDS,5.62,0
7/30/2020,MCDONALDS,1.09,0
7/29/2020,First Media,49,0
7/29/2020,IHOP,19.31,0
7/29/2020,TACO BELL,18.95,0
7/29/2020,NETFLIX COM,17.49,0
7/29/2020,COMCAST CABLE,85.27,0
7/28/2020,Check,250,0
7/28/2020,PHO TAI,14.29,0
7/28/2020,DP,15.17,0
7/28/2020,RALPH'S THRIFTWA,10.94,0
7/28/2020,QpidNetwork,0.96,0
7/28/2020,QpidNetwork,96,0
7/28/2020,STARBUCKS STORE,7.6,0
7/28/2020,THE PAINTED,6.47,0
7/28/2020,BARNES &,2.95,0
7/28/2020,TACO BELL,7.29,0
7/28/2020,WOODSTREAMBRANDS,150.61,0
7/28/2020,GRAYBEARDEDGREEN FLINTSTEELCSG,273.06,0
7/28/2020,PEAKPROSPERITYCO PEAKPROSPERIT,80,0
7/28/2020,FAR EAST,11.33,0
7/27/2020,Check,139,0
7/27/2020,COAST NATL,367.19,0
7/27/2020,AMAZON,17.26,0
7/27/2020,DAIRY QUEEN,3.93,0
7/27/2020,ALASKA AIR,50,0
7/27/2020,TACO TIME,21.85,0
7/27/2020,BURGER KING,5.47,0
7/27/2020,SALT LAKE,235.62,0
7/27/2020,MCDONALDS,2.19,0
7/27/2020,FRED M,20.63,0
7/27/2020,FREDMEYER,121.04,0
7/27/2020,MARRIOTT SLC,10.63,0
7/27/2020,SHELL OIL,18.29,0
7/27/2020,UHAUL STORAGE,45.48,0
7/27/2020,GROVE SLC,14.91,0
7/27/2020,UTAFRONTRUNNER SALT,2.5,0
7/27/2020,FSPPARK N,40.21,0
7/27/2020,PANDA EXPRESS,14.84,0
7/27/2020,CHIPOTLE,22.97,0
7/25/2020,CAPUTOS MARKET,18.47,0
7/25/2020,SBARRO,2.6,0
7/25/2020,SQ OSAKA,15.91,0
7/24/2020,First Media,49,0
7/24/2020,CARLUCCIS BAKERY,11.05,0
7/24/2020,HOMEWOOD SUITES,5.92,0
7/24/2020,CBS ALL,6.55,0
7/24/2020,BLUE LEMON,27.58,0
7/24/2020,PANDA EXPRESS,12.4,0
7/24/2020,HARMONS,31.93,0
7/24/2020,WASTATETREASURER PAYROLL,,2877.71
7/23/2020,SAFEWAY,56.15,0
7/23/2020,UTAFRONTRUNNER SALT,2.5,0
7/23/2020,KIPERTS KORNER,12.56,0
7/23/2020,SHELL OIL,3.29,0
7/23/2020,TST LUCKY,21.26,0
7/23/2020,EHARMONY,305.88,0
7/23/2020,AMAZON,14.21,0
7/23/2020,MCDONALDS,2.72,0
7/22/2020,PAYPAL ONPOINT,795,0
7/22/2020,ALBERTSONS,16.04,0
7/22/2020,KIPERTS KORNER,15.29,0
7/22/2020,KFC E,5.46,0
7/22/2020,MCDONALDS,5.34,0
7/21/2020,MCDONALDS,5.24,0
7/21/2020,Subway,11.66,0
7/21/2020,KIPERTS KORNER,328.19,0
7/21/2020,FAR EAST,12.33,0
7/20/2020,ELEVEN OLYMPIA,9.62,0
7/20/2020,FREDMEYER,104.6,0
7/20/2020,SUPER SUPPLEMENT,13.43,0
7/20/2020,MCDONALDS,6.83,0
7/20/2020,JACK IN,14.42,0
7/20/2020,ALBERTSONS,14.64,0
7/20/2020,SHELL OIL,20.13,0
7/20/2020,GRAYBEARDEDGREEN FLINTSTEELCSG,175.28,0
7/20/2020,CARLS TOWING,10,0
7/20/2020,ARCOA &,8.37,0
7/20/2020,SQ MANGIAMO],13.8,0
7/20/2020,THE MAYAN,19.3,0
7/20/2020,RALPH'S THRIFTWA,55.19,0
7/20/2020,ALBERTSONS,18.74,0
7/20/2020,COSTCO WHSE,156.03,0
7/20/2020,COSTCO WHSE,3.82,0
7/20/2020,CAPITOL,70,0
7/18/2020,Kindle SvcsMV,14.21,0
7/18/2020,BASKIN,5.45,0
7/18/2020,USPS PO,7.75,0
7/18/2020,FAR EAST,16.97,0
7/18/2020,MCDONALDS,1.09,0
7/18/2020,JCPENNEY,32.85,0
7/18/2020,MECONI'S SUBS,6.56,0
7/17/2020,First Media,49,0
7/17/2020,DAIRY QUEEN,3.49,0
7/17/2020,SPAR CAFE,30.96,0
7/17/2020,FUJI RESTAURANT,34.99,0
7/17/2020,WWWNATURESBOOS WWWNATURESBO,49.95,0
7/17/2020,AMAZON,11.96,0
7/17/2020,UHAUL STORAGE,33.32,0
7/17/2020,THURSTON CO,20,0
7/16/2020,Check,1350,0
7/16/2020,Check,72,0
7/16/2020,SouthSoundYMCA PURCHASE,72.9,0
7/16/2020,RALPH'S THRIFTWA,8.5,0
7/16/2020,AESTHETIC FACIAL,75,0
7/16/2020,AMAZON,7.22,0
7/16/2020,ALASKA AIR,265.5,0
7/16/2020,FEDEX,11.65,0
7/16/2020,FEDEX,10.18,0
7/16/2020,JACK IN,10.92,0
7/16/2020,EXXONMOBIL,8.13,0
7/16/2020,AMAZON,13.07,0
7/15/2020,AMAZON,112.61,0
7/15/2020,HOWARDS CLEANERS,8.65,0
7/15/2020,JACK IN,2.94,0
7/15/2020,USCONNECT EVRGN,1.2,0
7/15/2020,USCONNECT EVRGN,1.2,0
7/15/2020,UHAUL STORAGE,32.67,0
7/15/2020,CHEVRON,24.33,0
7/15/2020,TACOS CALIFORNIA,11.22,0
7/15/2020,MCDONALDS,6.21,0
7/15/2020,MCDONALDS,5.24,0
7/15/2020,Check Deposit,,450
7/14/2020,IRS USATAXPYMT,9193,0
7/14/2020,H R,469,0
7/14/2020,THURSTON CO,20,0
7/14/2020,FRED M,37,0
7/14/2020,FREDMEYER,148.1,0
7/14/2020,SUPER SUPPLEMENT,28.43,0
7/14/2020,SQ BOTTOM,40,0
7/14/2020,WM SUPERCENTER,34.91,0
7/14/2020,AMAZON,14.21,0
7/14/2020,EAGANS WSTSIDE,8.81,0
7/14/2020,PAYPAL FITNESS,39.99,0
7/14/2020,ALBERTSONS,170.75,0
7/14/2020,MCDONALDS,2.72,0
7/14/2020,USPS PO,7.75,0
7/14/2020,TACOS CALIFORNIA,10.57,0
7/14/2020,FAR EAST,12.33,0
7/14/2020,Cash Withdrawal,450,0
7/13/2020,PHO TAI,27.19,0
7/13/2020,DAIRY QUEEN,8.18,0
7/13/2020,ALASKA AIR,193.4,0
7/13/2020,PAYPAL FITNESS,39.99,0
7/13/2020,AMAZON,11.32,0
7/13/2020,EXXONMOBIL,5.79,0
7/13/2020,AMAZON,4.37,0
7/13/2020,LEW RENTS,137.78,0
7/13/2020,LOWES,44.74,0
7/13/2020,RALPH'S THRIFTWA,19.18,0
7/13/2020,AMAZON,14.54,0
7/13/2020,AMAZON,15.27,0
7/13/2020,SHELL OIL,15.14,0
7/13/2020,EMPERORS PALACE,37.82,0
7/13/2020,FLATWORLD,32.77,0
7/11/2020,SQ SAN,49.7,0
7/11/2020,LA FITNESS,393.84,0
7/11/2020,LA FITNESS,21.87,0
7/11/2020,BUDD BAY,57.21,0
7/11/2020,AMAZON,20.15,0
7/11/2020,MCDONALDS,1.09,0
7/10/2020,Check,700,0
7/10/2020,RALPH'S THRIFTWA,26.54,0
7/10/2020,SQ GLOBAL,50,0
7/10/2020,FAR EAST,11.33,0
7/10/2020,MCDONALDS,1.09,0
7/10/2020,MCDONALDS,1.09,0
7/10/2020,WASTATETREASURER PAYROLL,,2877.72
7/9/2020,PHO TAI,15.58,0
7/9/2020,PATRIOTWHOLESALE LAKEWAY,39.97,0
7/9/2020,SQ WAGNER'S,2.78,0
7/9/2020,DAIRY QUEEN,3.93,0
7/8/2020,LASER AND,200,0
7/8/2020,CINNAGIRLS OLYMPIA,4.18,0
7/8/2020,ALBERTSONS,103.4,0
7/8/2020,COSTCO WHSE,61.82,0
7/8/2020,TACOS CALIFORNIA,16.95,0
7/8/2020,MCDONALDS,7.96,0
7/7/2020,Check,1595,0
7/7/2020,Check,225,0
7/7/2020,FREDMEYER,83.08,0
7/7/2020,SUPER SUPPLEMENT,78.42,0
7/7/2020,ISLAND CAFE,28.38,0
7/7/2020,QpidNetwork,0.96,0
7/7/2020,QpidNetwork,96,0
7/7/2020,FUJI RESTAURANT,29.75,0
7/7/2020,SHELL OIL,22,0
7/7/2020,FREDMEYER,173.53,0
7/7/2020,SPRINT WIRELESS,263.81,0
7/7/2020,FAR EAST,11.33,0
7/7/2020,Check Withdrawal,1040,0
7/6/2020,SQ WAGNER'S,5.58,0
7/6/2020,FRED M,28,0
7/6/2020,COSTCO WHSE,63.81,0
7/6/2020,First Media,49,0
7/6/2020,SHELL OIL,31.71,0
7/6/2020,LOPEZ ISLANDER,34.89,0
7/6/2020,MARKET AT,30.33,0
7/6/2020,WSFERRIESANACOR SEATTLE,39.7,0
7/6/2020,MCDONALDS,3.92,0
7/6/2020,BLOSSOM GROCERY,13.28,0
7/6/2020,SAFEWAY,21.76,0
7/6/2020,LA FITNESS,10.94,0
7/6/2020,D JWALLSTJOUR,38.99,0
7/6/2020,KP,57.01,0
7/6/2020,MCDONALDS,2.83,0
7/6/2020,ALBERTSONS,14.73,0
7/6/2020,ALBERTSONS,7.91,0
7/6/2020,MCDONALDS,1.09,0
7/6/2020,FAR EAST,36.35,0
7/6/2020,TH,100,0
7/3/2020,Check,192.09,0
7/3/2020,Check,203,0
7/3/2020,JCPenney CC,87,0
7/3/2020,SPEEDWAY,25.04,0
7/3/2020,MT VERNON,12.45,0
7/3/2020,MCDONALDS,6.44,0
7/2/2020,THE SHRIMP,16.5,0
7/2/2020,THE SHRIMP,41.8,0
7/2/2020,FAR EAST,11.33,0
7/2/2020,TACOS CALIFORNIA,28.92,0
7/2/2020,MCDONALDS,4.26,0
7/1/2020,Check,250,0
7/1/2020,Check,50,0
7/1/2020,PHO TAI,14.64,0
7/1/2020,FREDMEYER,122.53,0
7/1/2020,First Media,49,0
7/1/2020,RALPH'S THRIFTWA,38.46,0
7/1/2020,JACK IN,8.83,0
7/1/2020,MCDONALDS,1.09,0
7/1/2020,Check Deposit,,200.62
6/30/2020,INTEREST PAID,,4.09
6/30/2020,VICS PIZZERIA,4.18,0
6/30/2020,SHELL OIL,23.37,0
6/30/2020,UHAUL STORAGE,53.33,0
6/30/2020,UHAUL STORAGE,42.68,0
6/30/2020,KP,60,0
6/30/2020,MCDONALDS,5.62,0
6/29/2020,SP,109.37,0
6/29/2020,FREDMEYER,9.74,0
6/29/2020,SHELL OIL,20.66,0
6/29/2020,FREDMEYER,9.76,0
6/29/2020,FREDMEYER,27.34,0
6/29/2020,O'REILLY AUTO,32.81,0
6/29/2020,NETFLIX COM,17.49,0
6/29/2020,EMPERORS PALACE,36.82,0
6/29/2020,COSTCO WHSE,125.48,0
6/29/2020,COSTCO WHSE,3.28,0
6/29/2020,MCDONALDS,1.09,0
6/29/2020,COMCAST CABLE,85.27,0
6/29/2020,TWISTER DONUTS,5.39,0
6/29/2020,SQ SAN,26.12,0
6/29/2020,THE PATHFINDER,46.92,0
6/29/2020,ALBERTSONS,108.2,0
6/29/2020,BIG,361.01,0
6/29/2020,GOOGLE YouTube,4.31,0
6/27/2020,TACO BELL,16.94,0
6/27/2020,BAYVIEW THRIFTWA,9.03,0
6/26/2020,COAST NATL,367.19,0
6/26/2020,GOOGLE YouTube,4.31,0
6/26/2020,GOOGLE YouTube,4.31,0
6/26/2020,FAR EAST,11.33,0
6/26/2020,BAYVIEW THRIFTWA,8.17,0
6/26/2020,MCDONALDS,6.32,0
6/25/2020,First Media,49,0
6/25/2020,DAIRY QUEEN,10.81,0
6/25/2020,SPAR CAFE,28.59,0
6/25/2020,ALBERTSONS,92.26,0
6/25/2020,ALBERTSONS,25.1,0
6/25/2020,EXXONMOBIL,16.07,0
6/25/2020,EASTSIDE BIG,4.99,0
6/25/2020,WASTATETREASURER PAYROLL,,2877.72
6/24/2020,RALPH'S THRIFTWA,43.41,0
6/24/2020,WATERSTREET CAFE,39.55,0
6/24/2020,CBS ALL,6.55,0
6/24/2020,FRED M,29.59,0
6/24/2020,FREDMEYER,56.01,0
6/24/2020,SHELL OIL,10.71,0
6/24/2020,UHAUL STORAGE,56.14,0
6/24/2020,TACO BELL,17.41,0
6/24/2020,MCDONALDS,7.85,0
6/24/2020,MCDONALDS,10.37,0
6/24/2020,Cash Withdrawal,100,0
6/23/2020,Check,200,0
6/23/2020,BURGER KING,5.68,0
6/23/2020,PM Singleparent,45.88,0
6/23/2020,QpidNetwork,1.4,0
6/23/2020,QpidNetwork,140,0
6/23/2020,QpidNetwork,0.96,0
6/23/2020,QpidNetwork,96,0
6/23/2020,ALBERTSONS,48.7,0
6/23/2020,EHARMONY,305.88,0
6/23/2020,AMAZON,14.21,0
6/23/2020,TACOS CALIFORNIA,10.84,0
6/23/2020,FAR EAST,16.97,0
6/23/2020,MCDONALDS,2.18,0
