Post Date,Description,Debit,Credit
6/22/2020,TARGET T,20.76,0
6/22/2020,QpidNetwork,0.96,0
6/22/2020,QpidNetwork,96,0
6/22/2020,QpidNetwork,0.16,0
6/22/2020,QpidNetwork,15.99,0
6/22/2020,QpidNetwork,0.16,0
6/22/2020,QpidNetwork,15.99,0
6/22/2020,ALBERTSONS,33.42,0
6/22/2020,TACOMA GOODWILL,16.91,0
6/22/2020,HOUSEMART OLYMPI,29.5,0
6/22/2020,SQ LEFT,9.25,0
6/22/2020,MCDONALDS,1.09,0
6/22/2020,SHARIS OF,23.67,0
6/22/2020,STARBUCKS STORE,4.56,0
6/22/2020,CHEVRON,20.02,0
6/22/2020,CHEVRON,9.03,0
6/22/2020,First Media,49,0
6/20/2020,RALPH'S THRIFTWA,31.52,0
6/20/2020,JIFFY LUBE,64.59,0
6/20/2020,SHELL OIL,20.11,0
6/20/2020,BAYVIEW THRIFTWA,14.71,0
6/20/2020,USPS PO,15.5,0
6/20/2020,MCDONALDS,1.09,0
6/19/2020,PHO TAI,24.01,0
6/19/2020,AMAZON,7.65,0
6/19/2020,ALBERTSONS,88.34,0
6/19/2020,SUBWAY LACEY,4.57,0
6/19/2020,KFC E,9.91,0
6/19/2020,BAYVIEW THRIFTWA,4.82,0
6/19/2020,GOOGLE YouTube,4.31,0
6/19/2020,Check Withdrawal,1300,0
6/18/2020,OTTAWA FLOWERS,1.25,0
6/18/2020,OTTAWA FLOWERS,125.4,0
6/18/2020,SHELL OIL,15,0
6/18/2020,AMAZON,6.55,0
6/18/2020,SQ ADRIA,28.12,0
6/18/2020,COSTCO WHSE,139.79,0
6/18/2020,FAR EAST,15.97,0
6/18/2020,MCDONALDS,6.65,0
6/17/2020,RALPH'S THRIFTWA,3.22,0
6/17/2020,RALPH'S THRIFTWA,28.18,0
6/17/2020,FREDMEYER,130.95,0
6/17/2020,ALBERTSONS,14.44,0
6/17/2020,LOWES,239.59,0
6/17/2020,NATURES BOOST,9.99,0
6/17/2020,NATURES BOOST,49.95,0
6/17/2020,FAR EAST,11.33,0
6/16/2020,Check,594.26,0
6/16/2020,SouthSoundYMCA PURCHASE,72.9,0
6/16/2020,STORMANS INC,40,0
6/16/2020,THE PATHFINDER,105.9,0
6/16/2020,QpidNetwork,0.96,0
6/16/2020,QpidNetwork,96,0
6/16/2020,LOWES,4.35,0
6/16/2020,USCONNECT EVRGN,1.6,0
6/16/2020,USCONNECT EVRGN,1.1,0
6/16/2020,AMAZON,4.37,0
6/16/2020,AMAZON,17.2,0
6/16/2020,FAR EAST,11.33,0
6/16/2020,BURGER KING,10.15,0
6/16/2020,MCDONALDS,1.09,0
6/15/2020,AMAZON,10.44,0
6/15/2020,First Media,49,0
6/15/2020,RALPH'S THRIFTWA,13.01,0
6/15/2020,AMAZON,11.28,0
6/15/2020,ALBERTSONS,19.35,0
6/15/2020,TACO BELL,4.89,0
6/15/2020,BIG,76.56,0
6/15/2020,CHIPOTLE,9.03,0
6/15/2020,MCDONALDS,3.27,0
6/15/2020,IZZY'S OLYMPIA,25.28,0
6/15/2020,LOWES,10.92,0
6/15/2020,LEW RENTS,26.23,0
6/15/2020,AMAZON,14.21,0
6/15/2020,LOWES,18.25,0
6/15/2020,TARGET T,9.84,0
6/15/2020,FUJI RESTAURANT,13.61,0
6/15/2020,ALBERTSONS,62.62,0
6/15/2020,PAYPAL FITNESS,39.99,0
6/15/2020,AMAZON,102.14,0
6/15/2020,SHELL OIL,15.14,0
6/15/2020,MIWALL AMMO,1396.72,0
6/15/2020,THE PATHFINDER,412.14,0
6/13/2020,PAYPAL FITNESS,39.99,0
6/13/2020,AMAZON,11.57,0
6/12/2020,Check,12.89,0
6/12/2020,STORMANS INC,7.71,0
6/12/2020,FAR EAST,18.34,0
6/11/2020,BAYVIEW THRIFTWA,2.99,0
6/11/2020,QpidNetwork,0.96,0
6/11/2020,QpidNetwork,96,0
6/11/2020,FUJI RESTAURANT,29.22,0
6/11/2020,BUDD BAY,48.82,0
6/11/2020,ALBERTSONS,125.14,0
6/11/2020,EMPERORS PALACE,22.97,0
6/11/2020,MCDONALDS,7.64,0
6/11/2020,GOOGLE YouTube,6.47,0
6/11/2020,Cash Withdrawal,10,0
6/10/2020,HOWARDS CLEANERS,26.06,0
6/10/2020,BIG,17.48,0
6/10/2020,USPS PO,7.75,0
6/10/2020,FAR EAST,11.33,0
6/10/2020,SHARIS OF,30.36,0
6/10/2020,WASTATETREASURER PAYROLL,,2877.71
6/9/2020,Check,469.69,0
6/9/2020,THE PATHFINDER,159.1,0
6/9/2020,WILDERNESSAWAREN,159.96,0
6/9/2020,MCDONALDS,11.51,0
6/9/2020,SOUTHWES,12,0
6/9/2020,SMF GOOD,11.51,0
6/9/2020,ONTARIO AIRPORT,14.83,0
6/9/2020,CHEVRON,20.01,0
6/9/2020,SMF DOS,8.36,0
6/9/2020,PAYLESSCORPORAT ONTARIO,106.88,0
6/9/2020,PDX AIRPORT,102,0
6/8/2020,Check,4.91,0
6/8/2020,BAYVIEW THRIFTWA,12.93,0
6/8/2020,CONCERNEDPATRIOT,39.97,0
6/8/2020,AMAZON,7.65,0
6/8/2020,COMFORT INN,81.13,0
6/8/2020,ELEVEN ONTARIO,21.8,0
6/8/2020,SPRINT WIRELESS,266.24,0
6/8/2020,EXXONMOBIL,7.17,0
6/8/2020,MCDONALDS,14.16,0
6/6/2020,MOD PIZZA,10.04,0
6/6/2020,TRACTOR SUPPLY,82.03,0
6/6/2020,FOODLESS,24.16,0
6/6/2020,WALMART,2.11,0
6/6/2020,WALMART,65.18,0
6/6/2020,HUDSONNEWS DENVER,4.73,0
6/6/2020,RICHESNEWSST PORTLAND,10.44,0
6/6/2020,MCDONALDS,2.83,0
6/5/2020,Check,1495,0
6/5/2020,RENTALCARSCOM,0.72,0
6/5/2020,RENTALCARSCOM,71.62,0
6/5/2020,RALPH'S THRIFTWA,14.12,0
6/5/2020,ALBERTSONS,130.68,0
6/5/2020,D JWALLSTJOUR,38.99,0
6/5/2020,TACOS CALIFORNIA,28.28,0
6/5/2020,MCDONALDS,4.37,0
6/5/2020,Check Withdrawal,500,0
6/4/2020,LEW RENTS,28.42,0
6/4/2020,FREDMEYER,109.3,0
6/4/2020,FAR EAST,11.33,0
6/4/2020,MCDONALDS,8.06,0
6/3/2020,SQ WAGNER'S,2.78,0
6/3/2020,WESTERN UNIV,6.68,0
6/3/2020,WESTERN UNIV,667.85,0
6/3/2020,AMAZON,7.65,0
6/3/2020,ALBERTSONS,30.15,0
6/3/2020,FAR EAST,22.66,0
6/3/2020,MCDONALDS,3.71,0
6/3/2020,Check Deposit,,117.39
6/2/2020,STORMANS INC,65.99,0
6/2/2020,STORMANS INC,48.06,0
6/2/2020,STORMANS INC,24.76,0
6/2/2020,First Media,49,0
6/2/2020,CAB STORE,62.33,0
6/2/2020,EASTSIDE BIG,8.03,0
6/2/2020,MCDONALDS,6.33,0
6/1/2020,SQ THE,17.47,0
6/1/2020,FAR EAST,11.33,0
6/1/2020,QpidNetwork,0.96,0
6/1/2020,QpidNetwork,96,0
6/1/2020,AMAZON,28.27,0
6/1/2020,JACK IN,10.25,0
6/1/2020,AMAZON,10.63,0
6/1/2020,AMAZON,66.24,0
6/1/2020,FREDMEYER,32.81,0
6/1/2020,FREDMEYER,9.66,0
6/1/2020,PHO TAI,27.48,0
6/1/2020,COSTCO WHSE,18.96,0
6/1/2020,SUPER SUPPLEMENT,34.99,0
6/1/2020,AMAZON,14.53,0
6/1/2020,ALBERTSONS,13.96,0
6/1/2020,SAFEWAY,9.55,0
6/1/2020,CAB STORE,191.85,0
5/30/2020,SOUTHWES,406.96,0
5/29/2020,INTEREST PAID,,3.95
5/29/2020,First Media,49,0
5/29/2020,FREDMEYER,63.3,0
5/29/2020,FREDMEYER,16.95,0
5/29/2020,AMAZON,31.72,0
5/29/2020,Netflixcom,17.49,0
5/29/2020,ARBYS,4.36,0
5/29/2020,COMCAST CABLE,85.27,0
5/29/2020,FAR EAST,11.33,0
5/29/2020,MCDONALDS,1.09,0
5/29/2020,Cash Withdrawal,20,0
5/28/2020,MECONI'S SUBS,29.26,0
5/28/2020,PAYPAL BANGGOOD,1.12,0
5/28/2020,PAYPAL BANGGOOD,111.55,0
5/28/2020,FEDEX,18.9,0
5/28/2020,FUJI RESTAURANT,40.6,0
5/28/2020,ALBERTSONS,91.19,0
5/28/2020,OLYMPIA SUPPLY,3.67,0
5/28/2020,FAR EAST,11.33,0
5/27/2020,FEDEX OFFIC,18.84,0
5/27/2020,NATIONAL CELLULA,9.99,0
5/27/2020,"GUNDRY MD,",248.52,0
5/27/2020,"GUNDRY MD,",146.99,0
5/27/2020,TACO BELL,19.04,0
5/27/2020,BAYVIEW THRIFTWA,9.81,0
5/27/2020,FAR EAST,11.33,0
5/27/2020,MCDONALDS,10.75,0
5/26/2020,COAST NATL,367.19,0
5/26/2020,First Media,49,0
5/26/2020,DP,18.98,0
5/26/2020,SQ BOTTOM,40,0
5/26/2020,QpidNetwork,0.96,0
5/26/2020,QpidNetwork,96,0
5/26/2020,QpidNetwork,0.16,0
5/26/2020,QpidNetwork,15.99,0
5/26/2020,MicrosoftStore msbillinfo,29.52,0
5/26/2020,SP,24.06,0
5/26/2020,SP,289.89,0
5/26/2020,ALBERTSONS,76.29,0
5/26/2020,RALPH'S THRIFTWA,14.03,0
5/26/2020,GOOGLE YouTube,6.47,0
5/26/2020,FEDEX,24.3,0
5/26/2020,FRED M,29.04,0
5/26/2020,FREDMEYER,111.99,0
5/26/2020,THE PATHFINDER,83.9,0
5/26/2020,FEDEX OFFIC,4.69,0
5/26/2020,ALBERTSONS,50.93,0
5/26/2020,WSFERRIESPOINT SEATTLE,25.95,0
5/26/2020,MCDONALDS,10.92,0
5/26/2020,Check Deposit,,1200
5/23/2020,RALPH'S THRIFTWA,8.08,0
5/23/2020,PAYPAL BANGGOOD,0.62,0
5/23/2020,PAYPAL BANGGOOD,62.1,0
5/23/2020,MOD PIZZA,25.18,0
5/23/2020,WSFERRIESPOINT SEATTLE,20.4,0
5/23/2020,AMAZON,14.21,0
5/22/2020,SAFEWAY FUEL,22.52,0
5/22/2020,WSFERRIESPOINT SEATTLE,20.4,0
5/22/2020,SAFEWAY,12.27,0
5/22/2020,CENTRAL COOP,20.09,0
5/22/2020,WASTATETREASURER PAYROLL,,2877.72
5/21/2020,RALPH'S THRIFTWA,69.59,0
5/21/2020,QpidNetwork,0.96,0
5/21/2020,QpidNetwork,96,0
5/21/2020,FAR EAST,11.33,0
5/20/2020,PHO TAI,26.21,0
5/20/2020,RALPH'S THRIFTWA,13.45,0
5/20/2020,KOIBITO JAPANESE,11.93,0
5/20/2020,MCDONALDS,1.09,0
5/19/2020,FPAHELPORG,9.96,0
5/19/2020,RALPH'S THRIFTWA,12,0
5/19/2020,PAYPAL SHOPONLI,0.53,0
5/19/2020,PAYPAL SHOPONLI,52.9,0
5/19/2020,LOWES,7.64,0
5/19/2020,SHELL OIL,16.96,0
5/19/2020,FAR EAST,11.33,0
5/19/2020,BAYVIEW THRIFTWA,21.06,0
5/18/2020,SouthSoundYMCA PURCHASE,72.9,0
5/18/2020,First Media,49,0
5/18/2020,LEW RENTS,28.42,0
5/18/2020,QpidNetwork,0.96,0
5/18/2020,QpidNetwork,96,0
5/18/2020,Subway,16.73,0
5/18/2020,PANDA EXPRESS,10.83,0
5/18/2020,TACOS CALIFORNIA,29.51,0
5/18/2020,KFC E,16.94,0
5/18/2020,NATURES BOOST,49.95,0
5/18/2020,MCDONALDS,3.27,0
5/18/2020,THE PATHFINDER,23.45,0
5/18/2020,FREDMEYER,4.79,0
5/18/2020,FREDMEYER,3.28,0
5/18/2020,FREDMEYER,4.57,0
5/18/2020,WINCO FOODS,41.97,0
5/18/2020,ALBERTSONS,31.86,0
5/16/2020,QpidNetwork,0.96,0
5/16/2020,QpidNetwork,96,0
5/16/2020,AMAZON,14.43,0
5/16/2020,TACOS CALIFORNIA,23.41,0
5/16/2020,STEAMGAMESCOM,11.04,0
5/16/2020,FAR EAST,11.33,0
5/15/2020,JIFFY LUBE,80.93,0
5/15/2020,THE PATHFINDER,135.95,0
5/15/2020,FRED M,28.45,0
5/15/2020,FREDMEYER,98.57,0
5/15/2020,QpidNetwork,0.16,0
5/15/2020,QpidNetwork,15.99,0
5/15/2020,AMAZON,43.71,0
5/15/2020,ALBERTSONS,64.99,0
5/15/2020,FAR EAST,11.33,0
5/14/2020,GOOGLE YouTube,4.31,0
5/14/2020,PAYPAL FITNESS,39.99,0
5/14/2020,MUSICNOTESCOM,3.27,0
5/14/2020,SQ WAGNER'S,5.07,0
5/14/2020,FUJI RESTAURANT,46.1,0
5/14/2020,ALBERTSONS,1.37,0
5/14/2020,ALBERTSONS,19.5,0
5/14/2020,BAYVIEW THRIFTWA,7.26,0
5/14/2020,FAR EAST,11.33,0
5/13/2020,PHO TAI,26.11,0
5/13/2020,BIG MARIOS,9,0
5/13/2020,PAYPAL FITNESS,39.99,0
5/13/2020,CHEGG,27.34,0
5/13/2020,SHELL OIL,19.58,0
5/13/2020,SUBWAY LACEY,1.63,0
5/13/2020,SAFEWAY,18.41,0
5/13/2020,SAFEWAY,1.5,0
5/13/2020,MCDONALDS,11.22,0
5/12/2020,RALPH'S THRIFTWA,18.87,0
5/12/2020,TACOS CALIFORNIA,10.09,0
5/11/2020,MCDONALDS,1.09,0
5/11/2020,RALPH'S THRIFTWA,57.45,0
5/11/2020,QpidNetwork,0.96,0
5/11/2020,QpidNetwork,96,0
5/11/2020,SP,179.94,0
5/11/2020,ALBERTSONS,63.2,0
5/11/2020,TACO BELL,8.92,0
5/11/2020,MIWALL AMMO,517.87,0
5/11/2020,SQ OLD,6.65,0
5/11/2020,RALPH'S THRIFTWA,0.21,0
5/11/2020,SHELL OIL,17.16,0
5/11/2020,BASKIN,6.55,0
5/11/2020,FREDMEYER,3.5,0
5/11/2020,WASTATETREASURER PAYROLL,,2877.72
5/9/2020,LEW RENTS,39.35,0
5/9/2020,GOOGLE YouTube,4.31,0
5/9/2020,RITE AID,17.49,0
5/9/2020,FREDMEYER,150.02,0
5/9/2020,COSTCO WHSE,77.41,0
5/9/2020,BAYVIEW THRIFTWA,6.01,0
5/9/2020,FAR EAST,12.33,0
5/8/2020,THE PATHFINDER,93.85,0
5/8/2020,CONCERNEDPATRIOT,39.97,0
5/8/2020,SQ SAN,13.07,0
5/8/2020,D JWALLSTJOUR,38.99,0
5/8/2020,SPRINT WIRELESS,263.97,0
5/7/2020,Check,1495,0
5/7/2020,QpidNetwork,0.96,0
5/7/2020,QpidNetwork,96,0
5/7/2020,SQ BOTTOM,80,0
5/7/2020,SUBWAY OLYMPIA,26.53,0
5/7/2020,TACO BELL,15.78,0
5/6/2020,PHO TAI,12.47,0
5/6/2020,WINCO FOODS,217.68,0
5/5/2020,GOOGLE YouTube,3.22,0
5/5/2020,RALPH'S THRIFTWA,3.6,0
5/5/2020,DP,20.21,0
5/5/2020,BAYVIEW THRIFTWA,2.06,0
5/5/2020,MCDONALDS,1.09,0
5/5/2020,FAR EAST,12.33,0
5/4/2020,JCPenney CC,88,0
5/4/2020,MCDONALDS,1.09,0
5/4/2020,COSTCO WHSE,325.72,0
5/4/2020,TACOS CALIFORNIA,18.81,0
5/4/2020,CLKBANKCOM_NI,50.32,0
5/4/2020,PHO TAI,12.47,0
5/4/2020,WINCO FOODS,34.89,0
5/4/2020,WINCO FOODS,98.88,0
5/4/2020,MCDONALDS,1.09,0
5/2/2020,PAYPAL SHOPONLI,0.36,0
5/2/2020,PAYPAL SHOPONLI,36.35,0
5/2/2020,QpidNetwork,0.96,0
5/2/2020,QpidNetwork,96,0
5/2/2020,FREDMEYER,89.95,0
5/2/2020,COSTCO WHSE,236.5,0
5/2/2020,MCDONALDS,1.09,0
5/2/2020,MCDONALDS,1.09,0
5/1/2020,WINCO FOODS,220.2,0
5/1/2020,LOWES,7.64,0
5/1/2020,SP,31.6,0
5/1/2020,TACO BELL,11.41,0
5/1/2020,MCDONALDS,1.09,0
4/30/2020,INTEREST PAID,,4.29
4/30/2020,UBC EPAYMENT,0.36,0
4/30/2020,UBC EPAYMENT,36.11,0
4/30/2020,UBC EPAYMENT,3.61,0
4/30/2020,UBC EPAYMENT,361.12,0
4/30/2020,LEW RENTS,31.26,0
4/30/2020,WINCO FOODS,141.26,0
4/30/2020,COSTCO WHSE,235.2,0
4/30/2020,MCDONALDS,1.09,0
4/30/2020,MCDONALDS,1.09,0
4/30/2020,Check Deposit,,1200
4/29/2020,Check,200,0
4/29/2020,PHO TAI,26.76,0
4/29/2020,RALPH'S THRIFTWA,14.07,0
4/29/2020,FRED M,20.14,0
4/29/2020,FREDMEYER,88.06,0
4/29/2020,LOWES,7.64,0
4/29/2020,SUPER SUPPLEMENT,49.99,0
4/29/2020,SUBWAY LACEY,3.26,0
4/29/2020,ALBERTSONS,56,0
4/29/2020,NETFLIX COM,17.49,0
4/29/2020,AMAZON,39.35,0
4/29/2020,COMCAST CABLE,85.27,0
4/29/2020,COSTCO WHSE,318.19,0
4/29/2020,MCDONALDS,1.09,0
4/29/2020,PAYPAL SYSTEMA,,7.75
4/28/2020,CHEVRON,21.07,0
4/28/2020,QpidNetwork,0.96,0
4/28/2020,QpidNetwork,96,0
4/28/2020,ALBERTSONS,74.91,0
4/28/2020,PEAKPROSPERITYCO PEAKPROSPERIT,80,0
4/28/2020,COSTCO WHSE,127.68,0
4/28/2020,TACOS CALIFORNIA,18.81,0
4/28/2020,MCDONALDS,1.09,0
4/27/2020,Check,600,0
4/27/2020,"TD BANK,",386,0
4/27/2020,COAST NATL,367.19,0
4/27/2020,LOWES,15.27,0
4/27/2020,PHO TAI,12.64,0
4/27/2020,QpidNetwork,0.96,0
4/27/2020,QpidNetwork,96,0
4/27/2020,QpidNetwork,0.05,0
4/27/2020,QpidNetwork,4.99,0
4/27/2020,JIMMY JOHNS,29.67,0
4/27/2020,COSTCO WHSE,175.41,0
4/27/2020,SHELL OIL,23.62,0
4/27/2020,THE PATHFINDER,86.84,0
4/27/2020,ALBERTSONS,9.81,0
4/27/2020,ALBERTSONS,80.08,0
4/25/2020,FUJI RESTAURANT,42.82,0
4/25/2020,SAFEWAY,50.82,0
4/25/2020,COSTCO WHSE,228.98,0
4/25/2020,MCDONALDS,5.89,0
4/24/2020,SQ BOTTOM,75,0
4/24/2020,COSTCO WHSE,109.29,0
4/24/2020,TACOS CALIFORNIA,18.81,0
4/24/2020,ERIN SPERGER,495,0
4/24/2020,MCDONALDS,1.09,0
4/24/2020,WASTATETREASURER PAYROLL,,2877.73
4/23/2020,PHO TAI,25.11,0
4/23/2020,SP,60.13,0
4/23/2020,TWISTER DONUTS,2.63,0
4/23/2020,AMAZON,14.21,0
4/23/2020,OLYMPIA SUPPLY,13.35,0
4/23/2020,BAYVIEW THRIFTWA,26.07,0
4/23/2020,MCDONALDS,3.27,0
4/23/2020,MCDONALDS,6.76,0
4/22/2020,S PUGET,1291.6,0
4/22/2020,ARCOVELOCI NEWCASTLE,18.17,0
4/21/2020,QFC,27.95,0
4/21/2020,COSTCO WHSE,158.24,0
4/21/2020,TACOS CALIFORNIA,22.64,0
4/21/2020,MCDONALDS,1.09,0
4/21/2020,MCDONALDS,1.09,0
4/21/2020,TEXACO,2.49,0
4/20/2020,First Media,49,0
4/20/2020,FREDMEYER,106.3,0
4/20/2020,SUBWAY NEWCASTLE,12.14,0
4/20/2020,ALBERTSONS,19.49,0
4/20/2020,MCDONALDS,8.51,0
4/20/2020,RALPH'S THRIFTWA,3.16,0
4/20/2020,PHO TAI,27.36,0
4/20/2020,CHEVRON,27.07,0
4/20/2020,THE PATHFINDER,94.65,0
4/20/2020,ALBERTSONS,130.19,0
4/20/2020,ALBERTSONS,10.65,0
4/20/2020,TACO BELL,7.63,0
4/18/2020,SAFEWAY,13.04,0
4/18/2020,NATURES BOOST,49.95,0
4/18/2020,SP,81.95,0
4/18/2020,SP,136.57,0
4/18/2020,FAR EAST,11.33,0
4/18/2020,MCDONALDS,2.72,0
4/17/2020,Check,15.39,0
4/17/2020,VICS PIZZERIA,3.01,0
4/17/2020,BASKIN,5.45,0
4/17/2020,BAYVIEW THRIFTWA,22.67,0
4/17/2020,MCDONALDS,6.32,0
4/17/2020,Check Deposit,,3400
4/16/2020,SouthSoundYMCA PURCHASE,72.9,0
4/16/2020,SQ BOTTOM,80,0
4/16/2020,SQ SAN,16.08,0
4/16/2020,ALBERTSONS,18.76,0
4/16/2020,OLYMPIA SUPPLY,9.51,0
4/16/2020,FAR EAST,11.33,0
4/16/2020,CHEVRON,24.37,0
4/16/2020,MCDONALDS,2.51,0
4/16/2020,MCDONALDS,4.68,0
4/16/2020,MCDONALDS,1.09,0
4/15/2020,ARCOA &,12.07,0
4/15/2020,THE PATHFINDER,17.92,0
4/15/2020,AMAZON,268.97,0
4/15/2020,PAYPAL SYSTEMA,37,0
4/15/2020,BAYVIEW THRIFTWA,8.23,0
4/15/2020,FAR EAST,16.97,0
4/15/2020,MCDONALDS,1.09,0
4/14/2020,Check,1000,0
4/14/2020,THE PATHFINDER,192.09,0
4/14/2020,FRED M,29.35,0
4/14/2020,FREDMEYER,83.01,0
4/14/2020,RALPH'S THRIFTWA,4.89,0
4/14/2020,RALPH'S THRIFTWA,26.25,0
4/14/2020,PAYPAL FUSHANDE,11.8,0
4/14/2020,JAWZRSIZECOM JAWZRSIZECOM,36.88,0
4/14/2020,ARBYS,5.99,0
4/14/2020,AMAZON,114.85,0
4/14/2020,FAR EAST,22.66,0
4/14/2020,MCDONALDS,3.82,0
4/13/2020,THE PATHFINDER,91.8,0
4/13/2020,DAIRY QUEEN,9.18,0
4/13/2020,AMAZON,91.24,0
4/13/2020,STARBUCKS STORE,8.81,0
4/13/2020,FITNESS SINGLES,39.99,0
4/13/2020,SHELL OIL,30.13,0
4/13/2020,SHELL OIL,10.11,0
4/13/2020,ALBERTSONS,105.29,0
4/13/2020,UHAUL STORAGE,187.57,0
4/13/2020,JACK IN,4.45,0
4/13/2020,UHAUL STORAGE,10.89,0
4/13/2020,ALBERTSONS,6.43,0
4/13/2020,WA DOL,111.5,0
4/11/2020,DP,20,0
4/11/2020,JIFFY LUBE,65.61,0
4/11/2020,SHELL OIL,17.09,0
4/11/2020,ALBERTSONS,9.04,0
4/11/2020,BAYVIEW THRIFTWA,16.98,0
4/10/2020,ALBERTSONS,62.7,0
4/10/2020,KFC E,15.27,0
4/10/2020,MCDONALDS,10.59,0
4/10/2020,WASTATETREASURER PAYROLL,,2877.71
4/9/2020,PHO TAI,23.91,0
4/9/2020,PHO TAI,13.64,0
4/9/2020,First Media,29,0
4/9/2020,RALPH'S THRIFTWA,77.44,0
4/9/2020,SPRINT WIRELESS,265.49,0
4/9/2020,MCDONALDS,3.28,0
4/8/2020,Check,400,0
4/8/2020,Check,121,0
4/8/2020,Check,72,0
4/8/2020,CONCERNEDPATRIOT,39.97,0
4/8/2020,LOWES,3.26,0
4/8/2020,TWISTER DONUTS,3.42,0
4/8/2020,SUBWAY OLYMPIA,44.95,0
4/8/2020,TACOS CALIFORNIA,11.49,0
4/8/2020,MCDONALDS,1.09,0
4/7/2020,Check,300,0
4/7/2020,Check,1545,0
4/7/2020,STORMANS INC,15.62,0
4/7/2020,PHO TAI,13.64,0
4/7/2020,FREDMEYER,171.1,0
4/7/2020,SAFEWAY FUEL,52.13,0
4/7/2020,UHAUL STORAGE,163.96,0
4/7/2020,MCDONALDS,4.26,0
4/7/2020,MCDONALDS,1.09,0
4/6/2020,Check,700,0
4/6/2020,Check,700,0
4/6/2020,SHARIS OF,32.38,0
4/6/2020,ELEVEN OLYMPIA,5.23,0
4/6/2020,RALPH'S THRIFTWA,36.32,0
4/6/2020,DAIRY QUEEN,3.93,0
4/6/2020,SHELL OIL,15.23,0
4/6/2020,EMPERORS PALACE,4.09,0
4/6/2020,MCDONALDS,1.09,0
4/6/2020,PAYPAL SYSTEMA,37,0
4/6/2020,SAFEWAY,17.7,0
4/6/2020,PHO TAI,26.39,0
4/6/2020,THE PATHFINDER,219.8,0
4/6/2020,TACOS CALIFORNIA,19.15,0
4/6/2020,D JWALLSTJOUR,38.99,0
4/6/2020,Cash Withdrawal,11,0
4/4/2020,SAFEWAY,12.05,0
4/4/2020,ALBERTSONS,11.2,0
4/3/2020,SHARIS OF,23.85,0
4/3/2020,THE PATHFINDER,67.05,0
4/3/2020,FREDMEYER,4.64,0
4/3/2020,WALMART,9.59,0
4/3/2020,SHELL OIL,11.63,0
4/3/2020,ALBERTSONS,39.56,0
4/3/2020,PILOT TUMWATER,4.04,0
4/3/2020,MCDONALDS,5.34,0
4/3/2020,Check Deposit,,200.62
4/2/2020,First Media,29,0
4/2/2020,GOOGLE YouTube,6.47,0
4/2/2020,THE HOME,21.3,0
4/2/2020,ALBERTSONS,25.16,0
4/2/2020,JIUJITSU DYNAMI,155,0
4/2/2020,MCDONALDS,5.89,0
4/1/2020,ARCOHADI I,15.28,0
4/1/2020,SQ OLD,4.65,0
4/1/2020,FRED M,30.01,0
4/1/2020,FREDMEYER,105.37,0
4/1/2020,WM SUPERCENTER,32.79,0
4/1/2020,BAYVIEW THRIFTWA,31.94,0
4/1/2020,FAR EAST,38.63,0
3/31/2020,SERVICE FEE,8,0
3/31/2020,INTEREST PAID,,2.46
3/31/2020,STORMANS INC,103.86,0
3/31/2020,STORMANS INC,87.62,0
3/31/2020,MCDONALDS,1.09,0
3/31/2020,MCDONALDS,2.71,0
3/31/2020,ALBERTSONS,13.15,0
3/31/2020,COSTCO WHSE,147.84,0
3/31/2020,TACOS CALIFORNIA,19.58,0
3/31/2020,OLYMPIA SUPPLY,57.78,0
3/31/2020,Check Deposit,,101.83
3/30/2020,Check,107.91,0
3/30/2020,Steamgamescom,20.96,0
3/30/2020,NETFLIX COM,17.48,0
3/30/2020,COMCAST CABLE,85.25,0
3/28/2020,SP,176.84,0
3/28/2020,HOWARDS CLEANERS,8.65,0
3/28/2020,MCDONALDS,1.09,0
3/27/2020,Check,700,0
3/27/2020,RALPH'S THRIFTWA,41.36,0
3/27/2020,SQ SAN,19.6,0
3/27/2020,ALBERTSONS,25.12,0
3/27/2020,SUBWAY OLYMPIA,19.43,0
3/27/2020,MCDONALDS,1.09,0
3/27/2020,MCDONALDS,5.87,0
3/26/2020,COAST NATL,364.05,0
3/26/2020,FRED M,24.1,0
3/26/2020,FREDMEYER,115.62,0
3/26/2020,SQ BOTTOM,70,0
3/26/2020,ALLBULKFOODSCOM,182.94,0
3/26/2020,SHELL OIL,26.72,0
3/26/2020,FARMSTEAD MEATSM,9.97,0
3/26/2020,FARMSTEAD MEATSM,1395.99,0
3/26/2020,USPS PO,7.75,0
3/26/2020,MCDONALDS,1.09,0
3/25/2020,RITE AID,4.89,0
3/25/2020,BAYVIEW THRIFTWA,12.9,0
3/25/2020,WASTATETREASURER PAYROLL,,2877.72
3/24/2020,MCDONALDS,5.62,0
3/24/2020,MCDONALDS,6.32,0
3/24/2020,AMAZON,279.69,0
3/24/2020,PHO TAI,14.64,0
3/24/2020,ALBERTSONS,41.14,0
3/24/2020,SQ CENTRAL,1824.75,0
3/24/2020,TACOS CALIFORNIA,24.04,0
3/24/2020,MCDONALDS,1.09,0
3/23/2020,PHO TAI,14.47,0
3/23/2020,DAIRY QUEEN,3.71,0
3/23/2020,SHELL OIL,16.51,0
3/23/2020,LOWES,27.24,0
3/23/2020,EXXONMOBIL,4.88,0
3/23/2020,BIG,25.13,0
3/23/2020,MCDONALDS,1.09,0
3/23/2020,EMPERORS PALACE,34.6,0
3/23/2020,VICS PIZZERIA,4.48,0
3/23/2020,ALBERTSONS,13.61,0
3/23/2020,THE PATHFINDER,119.09,0
